Country,Year,FLT_DEP_1,FLT_ARR_1,FLT_TOT_1,Country_WB,Country Name,GDP_pc,Population,Inbound_Per_Capita,Outbound_Per_Capita
Slovenia,2024,12572,12582,25154,Slovenia,Slovenia,34301.0318686594,2127400.0,0.005914261539907869,0.005909560966437906
Spain,2016,927670,927443,1855113,Spain,Spain,26755.6061149398,46458139.0,0.01996298215905721,0.019967868278150357
Spain,2017,980831,980719,1961550,Spain,Spain,28381.3425596906,46571232.0,0.021058472320423047,0.021060877238549325
Spain,2018,1036001,1036031,2072032,Spain,Spain,30602.4212881113,46782011.0,0.02214592698890178,0.022145285716768354
Spain,2019,1059104,1058898,2118002,Spain,Spain,29786.5245689007,47118501.0,0.022473083343631836,0.022477455299352585
Spain,2020,447505,447367,894872,Spain,Spain,27233.9426461608,47359424.0,0.009446208636321252,0.009449122523111768
Spain,2021,627167,627283,1254450,Spain,Spain,30799.4775937775,47443821.0,0.013221595284241546,0.01321915028724183
Spain,2022,977050,977094,1954144,Spain,Spain,30319.4987196616,47786102.0,0.0204472421709559,0.020446321401147136
Spain,2023,1061549,1061570,2123119,Spain,Spain,33493.2225409111,48352528.0,0.02195479830961475,0.021954363999334224
Spain,2024,1141513,1141644,2283157,Spain,Spain,35326.7683069278,48848840.0,0.02337095415162366,0.023368272409334593
Sweden,2016,178945,179028,357973,Sweden,Sweden,51703.5088332851,9923085.0,0.018041566710352678,0.018033202376075586
Sweden,2017,187353,187407,374760,Sweden,Sweden,53210.2233318965,10057698.0,0.018633190219073986,0.018627821197256072
Sweden,2018,185382,185466,370848,Sweden,Sweden,54018.4554391861,10175214.0,0.01822723335351964,0.018218977998890246
Sweden,2019,177028,177042,354070,Sweden,Sweden,51648.9892820514,10278887.0,0.01722384923581707,0.017222487220649473
Sweden,2020,64418,64391,128809,Sweden,Sweden,52568.5726980146,10353442.0,0.006219284369391358,0.006221892197783114
Sweden,2021,70249,70271,140520,Sweden,Sweden,60647.5416365347,10415811.0,0.006746570190261709,0.006744458016759328
Sweden,2022,125348,125363,250711,Sweden,Sweden,54836.8907235124,10486941.0,0.011954200943821464,0.011952770593445695
Sweden,2023,137253,137291,274544,Sweden,Sweden,54950.2834725622,10536632.0,0.013029875201107906,0.013026268735588374
Sweden,2024,136124,136133,272257,Sweden,Sweden,57117.4877440616,10569709.0,0.012879540959926144,0.01287868947006961
