Country,Year,FLT_DEP_1,FLT_ARR_1,FLT_TOT_1,Country_WB,Country Name,GDP_pc,Population,Inbound_Per_Capita,Outbound_Per_Capita,Visa_Acceptance_Rate,GDP_Cluster
Slovenia,2020,6540,6619,13159,Slovenia,Slovenia,25392.0651093612,2102419.0,0.0031482782452023,0.0031107024812846,85.99909379247848,Higher Low 25-50%
Slovenia,2021,8457,8507,16964,Slovenia,Slovenia,29192.8401933019,2108079.0,0.0040354275148132,0.0040117092386006,78.11425765264363,Higher Low 25-50%
Slovenia,2022,10756,10796,21552,Slovenia,Slovenia,28360.3041467268,2112076.0,0.0051115584855847,0.0050926197731521,55.61085972850679,Higher Low 25-50%
Slovenia,2024,12572,12582,25154,Slovenia,Slovenia,34301.0318686594,2127400.0,0.0059142615399078,0.0059095609664379,74.63540806780034,Higher Low 25-50%
Spain,2016,927670,927443,1855113,Spain,Spain,26755.6061149398,46458139.0,0.0199629821590572,0.0199678682781503,89.95566493754451,Lower High 50-75%
Spain,2017,980831,980719,1961550,Spain,Spain,28381.3425596906,46571232.0,0.021058472320423,0.0210608772385493,89.69571673779579,Lower High 50-75%
Spain,2018,1036001,1036031,2072032,Spain,Spain,30602.4212881113,46782011.0,0.0221459269889017,0.0221452857167683,88.32223743210655,Lower High 50-75%
Spain,2019,1059104,1058898,2118002,Spain,Spain,29786.5245689007,47118501.0,0.0224730833436318,0.0224774552993525,87.22462745098039,Lower High 50-75%
Spain,2020,447505,447367,894872,Spain,Spain,27233.9426461608,47359424.0,0.0094462086363212,0.0094491225231117,77.3603048855797,Lower High 50-75%
Spain,2021,627167,627283,1254450,Spain,Spain,30799.4775937775,47443821.0,0.0132215952842415,0.0132191502872418,78.06912128802466,Lower High 50-75%
Spain,2022,977050,977094,1954144,Spain,Spain,30319.4987196616,47786102.0,0.0204472421709559,0.0204463214011471,76.18853954672277,Lower High 50-75%
Spain,2024,1141513,1141644,2283157,Spain,Spain,35326.7683069278,48848840.0,0.0233709541516236,0.0233682724093345,79.83340744650853,Lower High 50-75%
Sweden,2016,178945,179028,357973,Sweden,Sweden,51703.5088332851,9923085.0,0.0180415667103526,0.0180332023760755,85.1338076253827,Highest 25%
Sweden,2017,187353,187407,374760,Sweden,Sweden,53210.2233318965,10057698.0,0.0186331902190739,0.018627821197256,85.04995027119313,Highest 25%
Sweden,2018,185382,185466,370848,Sweden,Sweden,54018.4554391861,10175214.0,0.0182272333535196,0.0182189779988902,81.97771741705225,Highest 25%
Sweden,2019,177028,177042,354070,Sweden,Sweden,51648.9892820514,10278887.0,0.017223849235817,0.0172224872206494,82.73427820912008,Highest 25%
Sweden,2020,64418,64391,128809,Sweden,Sweden,52568.5726980146,10353442.0,0.0062192843693913,0.0062218921977831,70.45882222714191,Highest 25%
Sweden,2021,70249,70271,140520,Sweden,Sweden,60647.5416365347,10415811.0,0.0067465701902617,0.0067444580167593,63.674752920035935,Highest 25%
Sweden,2022,125348,125363,250711,Sweden,Sweden,54836.8907235124,10486941.0,0.0119542009438214,0.0119527705934456,65.54955644152825,Highest 25%
Sweden,2024,136124,136133,272257,Sweden,Sweden,57117.4877440616,10569709.0,0.0128795409599261,0.0128786894700696,74.4458523085732,Highest 25%
